"","ensembl_gene_id","external_gene_name","chromosome_name","start_position","end_position","description","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","weight"
"476","ENSG00000185052","SLC24A3","20",19212646,19722937,"solute carrier family 24 member 3 [Source:HGNC Symbol;Acc:HGNC:10977]",295.845072990943,3.55179778859154,0.528986267028825,6.7143478195399,1.88909213239582e-11,2.91543945221401e-07,1.34936319459102
"456","ENSG00000178919","FOXE1","9",97853254,97856715,"forkhead box E1 [Source:HGNC Symbol;Acc:HGNC:3806]",139.780221284793,3.54552157823755,0.66796135048658,5.30797414499326,1.10850361117855e-07,6.35305864233192e-05,1.89715212580361
"556","ENSG00000265107","GJA5","1",147756199,147773362,"gap junction protein alpha 5 [Source:HGNC Symbol;Acc:HGNC:4279]",24.2079035765029,3.45890381684352,0.73871900474953,4.68229975755977,2.83674246330785e-06,0.000705681431052502,1.40489415840775
"90","ENSG00000103175","WFDC1","16",84294846,84329844,"WAP four-disulfide core domain 1 [Source:HGNC Symbol;Acc:HGNC:15466]",116.053524971551,3.44754337537941,0.581871287558258,5.92492437605325,3.1244113973422e-09,8.91508362838054e-06,0.685903794925567
"562","ENSG00000276429","PLCH2","CHR_HSCHR1_1_CTG3",2467459,2505530,"phospholipase C eta 2 [Source:HGNC Symbol;Acc:HGNC:29037]",25.535607920149,3.38326495664732,0.734203908240161,4.60807266030057,4.06418648915103e-06,0.00196137176922636,0.395006879759479
"416","ENSG00000170775","GPR37","7",124745997,124765627,"G protein-coupled receptor 37 [Source:HGNC Symbol;Acc:HGNC:4494]",11.3168219414147,3.32205628508525,0.721784189322304,4.60256172721708,4.17325819340233e-06,0.00114387885715356,0.931341712550246
"475","ENSG00000184937","WT1","11",32387775,32435885,"WT1 transcription factor [Source:HGNC Symbol;Acc:HGNC:12796]",16.1241432432832,3.29652703607948,0.626126670957114,5.26495226763032,1.40225785638752e-07,0.000117456963881832,0.919872145965778
"10","ENSG00000010610","CD4","12",6786858,6820799,"CD4 molecule [Source:HGNC Symbol;Acc:HGNC:1678]",63.77556826266,3.26325671203469,0.524224385289544,6.22492353199538,4.8179093670933e-10,1.34611992884284e-06,1.89715212580361
"481","ENSG00000186369","LINC00643","14",62114353,62130962,"long intergenic non-protein coding RNA 643 [Source:HGNC Symbol;Acc:HGNC:44296]",17.2631484537187,3.24987953420963,0.873791163969086,3.71928633318682,0.000199786469815146,0.0132749130019698,0.919872145965778
"277","ENSG00000144229","THSD7B","2",136765545,137677718,"thrombospondin type 1 domain containing 7B [Source:HGNC Symbol;Acc:HGNC:29348]",8.41094522318682,3.1761484068532,0.666503075372694,4.76539197523907,1.88486860626824e-06,0.00085215800928519,0.676334203264896
"360","ENSG00000163017","ACTG2","2",73892314,73919865,"actin gamma 2, smooth muscle [Source:HGNC Symbol;Acc:HGNC:145]",144.758314477628,3.10653915376782,0.623863982906264,4.97951354603938,6.37442914838231e-07,0.000220466312071657,1.40489415840775
"151","ENSG00000117115","PADI2","1",17066761,17119451,"peptidyl arginine deiminase 2 [Source:HGNC Symbol;Acc:HGNC:18341]",19.3101768422926,3.07467130161914,0.617071062193295,4.98268593359514,6.27076861577381e-07,0.000307887192735889,0.919872145965778
"4","ENSG00000003989","SLC7A2","8",17497088,17570573,"solute carrier family 7 member 2 [Source:HGNC Symbol;Acc:HGNC:11060]",138.675711380067,3.06655273800238,0.608834497582637,5.03675916883497,4.73479885544626e-07,0.000183221249388258,1.40489415840775
"366","ENSG00000163909","HEYL","1",39623435,39639643,"hes related family bHLH transcription factor with YRPW motif like [Source:HGNC Symbol;Acc:HGNC:4882]",50.4001755457971,3.05923203957078,0.74307380816938,4.11699619329531,3.83842410342607e-05,0.00346554563599297,1.45810280475595
"306","ENSG00000150471","ADGRL3","4",61201258,62078335,"adhesion G protein-coupled receptor L3 [Source:HGNC Symbol;Acc:HGNC:20974]",10.4679552597529,3.01249583895707,0.591708108949782,5.09118565960492,3.558313935464e-07,0.000199229484001865,0.919872145965778
"295","ENSG00000148677","ANKRD1","10",90912096,90921276,"ankyrin repeat domain 1 [Source:HGNC Symbol;Acc:HGNC:15819]",1839.04472648777,3.00472684533952,0.578052463611065,5.19801754077673,2.01425125689131e-07,7.52938632800688e-05,2.18154027036872
"412","ENSG00000170323","FABP4","8",81478419,81483263,"fatty acid binding protein 4 [Source:HGNC Symbol;Acc:HGNC:3559]",26.7790921334753,2.98546650635271,0.758150481646223,3.93782841088509,8.22223558004689e-05,0.0130080257957399,0.395006879759479
"15","ENSG00000021645","NRXN3","14",78170373,79868290,"neurexin 3 [Source:HGNC Symbol;Acc:HGNC:8010]",749.302548230195,2.95205199236538,0.528411136893378,5.58665740794376,2.31481735868775e-08,1.71065496839509e-05,2.09079945999469
"452","ENSG00000177675","CD163L1","12",7346685,7479897,"CD163 molecule like 1 [Source:HGNC Symbol;Acc:HGNC:30375]",24.5094267935173,2.95150451174828,0.75051210678701,3.9326540971922,8.4013088621567e-05,0.0131449928651749,0.395006879759479
"134","ENSG00000113088","GZMK","5",55024253,55034570,"granzyme K [Source:HGNC Symbol;Acc:HGNC:4711]",14.8754685614772,2.91692923922144,0.840934169915999,3.46867726817761,0.000523027344031205,0.0236596197435372,0.931341712550246
"399","ENSG00000168427","KLHL30","2",238138668,238152947,"kelch like family member 30 [Source:HGNC Symbol;Acc:HGNC:24770]",14.9435442656134,2.90179803942139,0.782432465962767,3.70868818160655,0.000208335798238339,0.0159208366764515,0.676334203264896
"136","ENSG00000113361","CDH6","5",31193686,31329146,"cadherin 6 [Source:HGNC Symbol;Acc:HGNC:1765]",1887.7090372339,2.89911224352038,0.523734568000388,5.5354609389049,3.10410910692904e-08,2.13501625291031e-05,2.03248884445364
"203","ENSG00000130755","GMFG","19",39328353,39342372,"glia maturation factor gamma [Source:HGNC Symbol;Acc:HGNC:4374]",44.2035966250795,2.81365500339329,0.668496828628513,4.2089279752692,2.56585155424197e-05,0.00322656586148719,1.16143969896587
"256","ENSG00000140030","GPR65","14",88005135,88014811,"G protein-coupled receptor 65 [Source:HGNC Symbol;Acc:HGNC:4517]",23.858853238432,2.7413627448859,0.53746046636751,5.10058491076325,3.38605430677913e-07,0.000154049465233316,1.40489415840775
"30","ENSG00000069011","PITX1","5",135027734,135034813,"paired like homeodomain 1 [Source:HGNC Symbol;Acc:HGNC:9004]",19.6999970658547,2.73823714900398,0.648820938203526,4.22032796380723,2.43947161366249e-05,0.00412014943132643,0.676334203264896
"150","ENSG00000117069","ST6GALNAC5","1",76867480,77067546,"ST6 N-acetylgalactosaminide alpha-2,6-sialyltransferase 5 [Source:HGNC Symbol;Acc:HGNC:19342]",153.517194115964,2.61522019004575,0.580394241165401,4.50593752411211,6.60805293482094e-06,0.000964666426821228,1.89715212580361
"143","ENSG00000115468","EFHD1","2",232606057,232682780,"EF-hand domain family member D1 [Source:HGNC Symbol;Acc:HGNC:29556]",206.794380677483,2.59146373541261,0.59611815011931,4.34723172729087,1.37866540842197e-05,0.00189532354264749,1.40489415840775
"140","ENSG00000115165","CYTIP","2",157414619,157488961,"cytohesin 1 interacting protein [Source:HGNC Symbol;Acc:HGNC:9506]",16.6540632554405,2.58249167716186,0.675430051839828,3.82347760530837,0.000131582548003932,0.00905166077129687,1.16143969896587
"182","ENSG00000125266","EFNB2","13",106489745,106535662,"ephrin B2 [Source:HGNC Symbol;Acc:HGNC:3227]",151.137094828113,2.57368758288156,0.423555514547129,6.07638785114951,1.2291989976373e-09,2.85395916029053e-06,1.40489415840775
"471","ENSG00000182985","CADM1","11",115169218,115504957,"cell adhesion molecule 1 [Source:HGNC Symbol;Acc:HGNC:5951]",61.1468094745392,2.55940029228631,0.671093918151539,3.81377363594045,0.000136860833960405,0.00789291314937165,1.45810280475595
"464","ENSG00000181634","TNFSF15","9",114784652,114806039,"TNF superfamily member 15 [Source:HGNC Symbol;Acc:HGNC:11931]",15.9923912291604,2.53682038621788,0.595441666473505,4.26040119302058,2.04060279520948e-05,0.00367863713202435,0.676334203264896
"285","ENSG00000145681","HAPLN1","5",83637805,83721613,"hyaluronan and proteoglycan link protein 1 [Source:HGNC Symbol;Acc:HGNC:2380]",214.352508557883,2.48456637001076,0.617113672027112,4.02610812664284,5.67076205258554e-05,0.00454376708261797,1.36710616680441
"60","ENSG00000087510","TFAP2C","20",56629306,56639283,"transcription factor AP-2 gamma [Source:HGNC Symbol;Acc:HGNC:11744]",59.6034989571584,2.47604596170601,0.712507352094223,3.47511636817267,0.000510631787761294,0.017578718923339,1.40489415840775
"296","ENSG00000149201","CCDC81","11",86374736,86423109,"coiled-coil domain containing 81 [Source:HGNC Symbol;Acc:HGNC:26281]",64.3982312301497,2.46293218900831,0.53651116811282,4.5906447719843,4.41878835236246e-06,0.000905255339154885,1.40489415840775
"288","ENSG00000145936","KCNMB1","5",170374671,170389634,"potassium calcium-activated channel subfamily M regulatory beta subunit 1 [Source:HGNC Symbol;Acc:HGNC:6285]",48.0700301279964,2.43448063004554,0.549185112246465,4.43289625985525,9.29756085516045e-06,0.00149038397599549,1.34600344924221
"404","ENSG00000169129","AFAP1L2","10",114294824,114404756,"actin filament associated protein 1 like 2 [Source:HGNC Symbol;Acc:HGNC:25901]",31.3050063295165,2.42699433723793,0.678210668559614,3.57852574391433,0.000345537837098912,0.030355141420223,0.395006879759479
"142","ENSG00000115457","IGFBP2","2",216632828,216664436,"insulin like growth factor binding protein 2 [Source:HGNC Symbol;Acc:HGNC:5471]",132.531192847611,2.4247454959212,0.735844026795162,3.29518947987082,0.000983553369129221,0.0272524567054675,1.36710616680441
"268","ENSG00000141668","CBLN2","18",72536680,72638521,"cerebellin 2 precursor [Source:HGNC Symbol;Acc:HGNC:1544]",15.7867792886541,2.42372514583184,0.646596249976181,3.74843675001382,0.000177940197874619,0.0109699644154145,1.16143969896587
"237","ENSG00000137672","TRPC6","11",101451564,101872562,"transient receptor potential cation channel subfamily C member 6 [Source:HGNC Symbol;Acc:HGNC:12338]",147.99677751517,2.41131220764036,0.544552727707258,4.42806010318369,9.50844085073811e-06,0.00149038397599549,1.36710616680441
"328","ENSG00000156453","PCDH1","5",141853111,141879246,"protocadherin 1 [Source:HGNC Symbol;Acc:HGNC:8655]",124.776459559551,2.37969888529413,0.543612814078914,4.37756216127141,1.20014138352481e-05,0.00175317192445964,1.36710616680441
"115","ENSG00000107796","ACTA2","10",88935074,88991339,"actin alpha 2, smooth muscle [Source:HGNC Symbol;Acc:HGNC:130]",7478.59078866134,2.35757669497558,0.403693561348281,5.84001559772616,5.21959352144574e-09,6.05778694123007e-06,2.107915102986
"407","ENSG00000169508","GPR183","13",99294539,99307399,"G protein-coupled receptor 183 [Source:HGNC Symbol;Acc:HGNC:3128]",47.1458245945601,2.32197437505024,0.573688389348786,4.04744878606658,5.17789063153096e-05,0.00409279448505138,1.45810280475595
"500","ENSG00000196557","CACNA1H","16",1153106,1221771,"calcium voltage-gated channel subunit alpha1 H [Source:HGNC Symbol;Acc:HGNC:1395]",159.636068050466,2.31461719555718,0.503183050554608,4.59995064024118,4.22591061869061e-06,0.000883056259366219,1.40489415840775
"415","ENSG00000170571","EMB","5",50396192,50443248,"embigin [Source:HGNC Symbol;Acc:HGNC:30465]",613.536858316501,2.28999995146681,0.454102792174473,5.04291096846408,4.58502617584807e-07,0.000154848086670063,1.84948064520524
"324","ENSG00000154553","PDLIM3","4",185500660,185535612,"PDZ and LIM domain 3 [Source:HGNC Symbol;Acc:HGNC:20767]",258.315159203852,2.25131450784575,0.424865380216609,5.29888904268444,1.16509405959758e-07,7.45529587252997e-05,1.34936319459102
"284","ENSG00000145244","CORIN","4",47593999,47838106,"corin, serine peptidase [Source:HGNC Symbol;Acc:HGNC:19012]",104.71172100477,2.24176336444777,0.385117569754869,5.82098439672508,5.8502031614725e-09,8.73194474084572e-06,1.40489415840775
"12","ENSG00000011201","ANOS1","X",8528874,8732137,"anosmin 1 [Source:HGNC Symbol;Acc:HGNC:6211]",192.187056344766,2.23447740555928,0.534669850675609,4.17917225505757,2.92572025745437e-05,0.00311745222788288,1.40489415840775
"455","ENSG00000178776","C5orf46","5",147880726,147906538,"chromosome 5 open reading frame 46 [Source:HGNC Symbol;Acc:HGNC:33768]",127.138694823123,2.22641052196065,0.544240514462326,4.09085774174714,4.29780708072752e-05,0.00322656586148719,1.89715212580361
"511","ENSG00000197565","COL4A6","X",108155607,108439497,"collagen type IV alpha 6 chain [Source:HGNC Symbol;Acc:HGNC:2208]",11.6520529413639,2.19547107705737,0.6410837979217,3.42462418200985,0.000615650410303312,0.0310732045482336,0.676334203264896
"259","ENSG00000140557","ST8SIA2","15",92393881,92468728,"ST8 alpha-N-acetyl-neuraminide alpha-2,8-sialyltransferase 2 [Source:HGNC Symbol;Acc:HGNC:10870]",58.9046119015135,2.19083342103105,0.552528382023084,3.96510567114997,7.33634394936429e-05,0.00596258113179752,1.16143969896587
"329","ENSG00000156466","GDF6","8",96142333,96160806,"growth differentiation factor 6 [Source:HGNC Symbol;Acc:HGNC:4221]",353.829818287426,2.17959618385456,0.372265755915487,5.85494676644225,4.7716283003345e-09,7.66992857266923e-06,1.40489415840775
"545","ENSG00000240583","AQP1","7",30911694,30925517,"aquaporin 1 (Colton blood group) [Source:HGNC Symbol;Acc:HGNC:633]",484.533731213458,2.16608124899457,0.628321408958503,3.4474095870536,0.000565989810510906,0.0188234850596277,1.40489415840775
"270","ENSG00000142623","PADI1","1",17205128,17246007,"peptidyl arginine deiminase 1 [Source:HGNC Symbol;Acc:HGNC:18367]",12.5252115942037,2.16371879909174,0.51239425262757,4.22276164885953,2.41326990620626e-05,0.00409279448505138,0.676334203264896
"564","ENSG00000281459","PADI1","CHR_HG2095_PATCH",17205128,17246007,"peptidyl arginine deiminase 1 [Source:HGNC Symbol;Acc:HGNC:18367]",12.5252115942037,2.16371879909174,0.51239425262757,4.22276164885953,2.41326990620626e-05,0.00409279448505138,0.676334203264896
"299","ENSG00000149527","PLCH2","1",2425980,2505532,"phospholipase C eta 2 [Source:HGNC Symbol;Acc:HGNC:29037]",24.4910479016839,2.15916491312103,0.583246511130133,3.70197656036948,0.000213926385656513,0.016114162759172,0.676334203264896
"421","ENSG00000171587","DSCAM","21",40010999,40847158,"DS cell adhesion molecule [Source:HGNC Symbol;Acc:HGNC:3039]",17.4654494061011,2.15233077695078,0.561878101078089,3.83060093073755,0.000127830684432008,0.0124130330871682,0.676334203264896
"354","ENSG00000162267","ITIH3","3",52794768,52809009,"inter-alpha-trypsin inhibitor heavy chain 3 [Source:HGNC Symbol;Acc:HGNC:6168]",8.0871814190671,2.1300495708654,0.666133099684474,3.19763358385034,0.00138560218521942,0.042683793341119,0.919872145965778
"478","ENSG00000185860","CCDC190","1",162824458,162868815,"coiled-coil domain containing 190 [Source:HGNC Symbol;Acc:HGNC:28736]",18.2619122688684,2.11912939860848,0.557277962107123,3.80264346107613,0.000143160315421834,0.011062589550682,0.919872145965778
"310","ENSG00000151468","CCDC3","10",12896625,13099652,"coiled-coil domain containing 3 [Source:HGNC Symbol;Acc:HGNC:23813]",78.1993897693116,2.08486459125653,0.495256377284942,4.20966732964858,2.55746974999103e-05,0.00222330998928859,1.89715212580361
"161","ENSG00000118946","PCDH17","13",57631744,57729311,"protocadherin 17 [Source:HGNC Symbol;Acc:HGNC:14267]",11.3068240761559,2.06850023857447,0.554270134520174,3.73193522390512,0.000190014368966877,0.01297111406085,0.919872145965778
"281","ENSG00000144908","ALDH1L1","3",126103562,126197994,"aldehyde dehydrogenase 1 family member L1 [Source:HGNC Symbol;Acc:HGNC:3978]",17.0470687368847,2.06839953072437,0.577064706490542,3.58434592769238,0.000337923970524139,0.0301134117122618,0.395006879759479
"554","ENSG00000261150","EPPK1","8",143857324,143878464,"epiplakin 1 [Source:HGNC Symbol;Acc:HGNC:15577]",23.2168507001558,2.04582533259511,0.503079746927854,4.06660245237124,4.77035184044588e-05,0.00451600232534017,1.16143969896587
"125","ENSG00000111348","ARHGDIB","12",14942031,14961728,"Rho GDP dissociation inhibitor beta [Source:HGNC Symbol;Acc:HGNC:679]",284.144546703319,2.01879630895428,0.526658740394238,3.83321523809342,0.000126479195052624,0.00621323893710285,1.89715212580361
"393","ENSG00000167641","PPP1R14A","19",38251237,38256532,"protein phosphatase 1 regulatory inhibitor subunit 14A [Source:HGNC Symbol;Acc:HGNC:14871]",387.712369515199,2.01750083112521,0.564533219591611,3.57375042089585,0.000351904369483429,0.0122779555778848,1.89507893565602
"429","ENSG00000173114","LRRN3","7",111091006,111125454,"leucine rich repeat neuronal 3 [Source:HGNC Symbol;Acc:HGNC:17200]",223.316843992016,2.00033578414511,0.466879276772632,4.28448184287104,1.83165565797362e-05,0.00222330998928859,1.36710616680441
"367","ENSG00000164176","EDIL3","5",83940554,84384880,"EGF like repeats and discoidin domains 3 [Source:HGNC Symbol;Acc:HGNC:3173]",5710.99386057792,1.99575389158498,0.324194801486718,6.15603298520734,7.45896945604538e-10,1.37678631369671e-06,1.98808054073743
"255","ENSG00000139970","RTN1","14",59595976,59870776,"reticulon 1 [Source:HGNC Symbol;Acc:HGNC:10467]",63.7732060133988,1.98917964371073,0.501612137382004,3.96557318986057,7.32197801207439e-05,0.00524620948061623,1.45810280475595
"135","ENSG00000113319","RASGRF2","5",80960363,81230162,"Ras protein specific guanine nucleotide releasing factor 2 [Source:HGNC Symbol;Acc:HGNC:9876]",88.0875234460577,1.93531461978517,0.605417907679566,3.19665902715499,0.00139029165470071,0.0274549532095404,1.89715212580361
"218","ENSG00000134762","DSC3","18",30989365,31042815,"desmocollin 3 [Source:HGNC Symbol;Acc:HGNC:3037]",49.2875963476108,1.93374548956818,0.585643528375603,3.30191557811934,0.00096026967301047,0.0262567824328811,1.40489415840775
"316","ENSG00000152804","HHEX","10",92689955,92695647,"hematopoietically expressed homeobox [Source:HGNC Symbol;Acc:HGNC:4901]",12.2723880202795,1.92873447579768,0.550400920140705,3.50423555851726,0.000457920108527493,0.0216729537536293,0.931341712550246
"28","ENSG00000067715","SYT1","12",78863993,79452008,"synaptotagmin 1 [Source:HGNC Symbol;Acc:HGNC:11509]",143.968661350985,1.92635321974526,0.484242052206607,3.97807916715866,6.94742418862457e-05,0.00534097067675983,1.34936319459102
"177","ENSG00000123388","HOXC11","12",53973126,53977643,"homeobox C11 [Source:HGNC Symbol;Acc:HGNC:5123]",16.0855167122355,1.9238293322311,0.536312269294494,3.58714398751655,0.000334319731710638,0.017578718923339,0.919872145965778
"241","ENSG00000137872","SEMA6D","15",47184101,47774223,"semaphorin 6D [Source:HGNC Symbol;Acc:HGNC:16770]",151.272633628925,1.89543982527313,0.526265976419139,3.60167654798859,0.000316171594724577,0.0115118053002706,1.89715212580361
"303","ENSG00000149596","JPH2","20",44111695,44187578,"junctophilin 2 [Source:HGNC Symbol;Acc:HGNC:14202]",256.995349447776,1.85719317735069,0.347353431630383,5.34669592476322,8.95743117094443e-08,6.71998485935915e-05,1.34936319459102
"365","ENSG00000163618","CADPS","3",62398346,62875416,"calcium dependent secretion activator [Source:HGNC Symbol;Acc:HGNC:1426]",58.4754367918385,1.84712667134915,0.443962718175337,4.16054455865291,3.17489663529659e-05,0.00350436322837476,1.16143969896587
"334","ENSG00000157404","KIT","4",54657918,54740715,"KIT proto-oncogene, receptor tyrosine kinase [Source:HGNC Symbol;Acc:HGNC:6342]",85.7480436173621,1.83247179312317,0.597122214441454,3.06883875495615,0.00214892542675299,0.0362233139089643,1.89715212580361
"39","ENSG00000074527","NTN4","12",95657807,95791152,"netrin 4 [Source:HGNC Symbol;Acc:HGNC:13658]",5015.44111662836,1.81837330546675,0.57809706928481,3.14544633086679,0.00165833618478645,0.0291230235460009,2.03248884445364
"565","ENSG00000282607","MGAM","CHR_HSCHR7_2_CTG6",142038524,142106747,"maltase-glucoamylase [Source:HGNC Symbol;Acc:HGNC:7043]",99.2696147820108,1.80214497940165,0.43404820668837,4.15194660784655,3.2965918236588e-05,0.00268485658474062,1.89715212580361
"519","ENSG00000198523","PLN","6",118548296,118561716,"phospholamban [Source:HGNC Symbol;Acc:HGNC:9080]",9.3928753408549,1.80104439973893,0.528563080265124,3.40743511415049,0.000655764979262312,0.0270390521491593,0.919872145965778
"425","ENSG00000172137","CALB2","16",71358713,71390436,"calbindin 2 [Source:HGNC Symbol;Acc:HGNC:1435]",217.418075653686,1.79134062797707,0.546641461274857,3.27699370589157,0.00104918708212349,0.0277519758974906,1.40489415840775
"568","ENSG00000282830","CALB2","CHR_HSCHR16_4_CTG3_1",71363481,71395224,"calbindin 2 [Source:HGNC Symbol;Acc:HGNC:1435]",217.462956981607,1.79069144036646,0.546696396901201,3.27547693841866,0.00105483726167712,0.0283535779932065,1.36710616680441
"155","ENSG00000117586","TNFSF4","1",173183731,173207331,"TNF superfamily member 4 [Source:HGNC Symbol;Acc:HGNC:11934]",329.0172486655,1.7886477755857,0.453957232241224,3.94012397765976,8.14395102393395e-05,0.00567259744037929,1.40489415840775
"410","ENSG00000169860","P2RY1","3",152835131,152841439,"purinergic receptor P2Y1 [Source:HGNC Symbol;Acc:HGNC:8539]",9.7775788079145,1.77471222153472,0.390066256576516,4.54977120325861,5.37042769270129e-06,0.00136125101786988,0.908865051322479
"18","ENSG00000034053","APBA2","15",28884483,29118315,"amyloid beta precursor protein binding family A member 2 [Source:HGNC Symbol;Acc:HGNC:579]",49.4316640700306,1.76967660181119,0.491407297044753,3.60124200933472,0.000316700597910869,0.0136509811351244,1.34600344924221
"113","ENSG00000107105","ELAVL2","9",23690104,23826337,"ELAV like RNA binding protein 2 [Source:HGNC Symbol;Acc:HGNC:3313]",10.4488657232592,1.7644732678607,0.505264426029328,3.49217791113257,0.000479099019381923,0.026937563019648,0.676334203264896
"78","ENSG00000101384","JAG1","20",10637684,10673999,"jagged canonical Notch ligand 1 [Source:HGNC Symbol;Acc:HGNC:6188]",1120.13198500589,1.74589926062264,0.549295979271287,3.17843080325984,0.00148074557977219,0.0261501336048989,2.18154027036872
"405","ENSG00000169432","SCN9A","2",166195185,166376001,"sodium voltage-gated channel alpha subunit 9 [Source:HGNC Symbol;Acc:HGNC:10597]",768.769835593328,1.72317506721823,0.410182090298217,4.2010002581181,2.65738288295662e-05,0.00208446158661358,2.24107008672167
"49","ENSG00000078401","EDN1","6",12290361,12297194,"endothelin 1 [Source:HGNC Symbol;Acc:HGNC:3176]",321.262662698154,1.71938508987077,0.443886992778254,3.87347482094321,0.000107294496463947,0.00559635640899577,1.89507893565602
"358","ENSG00000162654","GBP4","1",89181144,89198942,"guanylate binding protein 4 [Source:HGNC Symbol;Acc:HGNC:20480]",69.7183317267478,1.66869288442178,0.464269992841386,3.59422945732328,0.000325353016461483,0.0139412769671292,1.34600344924221
"25","ENSG00000055163","CYFIP2","5",157266079,157395595,"cytoplasmic FMR1 interacting protein 2 [Source:HGNC Symbol;Acc:HGNC:13760]",120.214445635223,1.64566843085273,0.474725581596406,3.46656783339688,0.000527148702886052,0.0179837135651766,1.40489415840775
"80","ENSG00000101670","LIPG","18",49560699,49599185,"lipase G, endothelial type [Source:HGNC Symbol;Acc:HGNC:6623]",204.14818638393,1.64351707943195,0.448770698077747,3.66226468544347,0.000249995358746005,0.0119775061222231,1.40489415840775
"152","ENSG00000117152","RGS4","1",163068775,163076802,"regulator of G protein signaling 4 [Source:HGNC Symbol;Acc:HGNC:10000]",12160.5357490299,1.63939280556244,0.371388386781829,4.41422743389522,1.01371344955041e-05,0.00118638816178937,2.107915102986
"283","ENSG00000145242","EPHA5","4",65319563,65670495,"EPH receptor A5 [Source:HGNC Symbol;Acc:HGNC:3389]",172.843654727967,1.63680494245918,0.501328605239494,3.2649342673699,0.00109489482128245,0.029120706731197,1.34936319459102
"419","ENSG00000171522","PTGER4","5",40679915,40693735,"prostaglandin E receptor 4 [Source:HGNC Symbol;Acc:HGNC:9596]",43.0635297751678,1.62104042580004,0.337724437447458,4.79989081646554,1.58752154793026e-06,0.000514446281562585,1.16143969896587
"153","ENSG00000117245","KIF17","1",20664014,20718017,"kinesin family member 17 [Source:HGNC Symbol;Acc:HGNC:19167]",65.730905093785,1.61621703728624,0.359903872239936,4.49069088150506,7.09925200796787e-06,0.00122601360282913,1.40489415840775
"418","ENSG00000171435","KSR2","12",117453012,117968983,"kinase suppressor of ras 2 [Source:HGNC Symbol;Acc:HGNC:18610]",19.2659242532532,1.59713293657121,0.44946783181728,3.55338652404491,0.000380305231550493,0.0164535636668284,1.16143969896587
"65","ENSG00000092969","TGFB2","1",218345336,218444619,"transforming growth factor beta 2 [Source:HGNC Symbol;Acc:HGNC:11768]",364.886458316607,1.58958450610341,0.423838080775321,3.75045230290684,0.000176515880655296,0.00987101904674718,1.36710616680441
"494","ENSG00000189410","SH2D5","1",20719731,20732837,"SH2 domain containing 5 [Source:HGNC Symbol;Acc:HGNC:28819]",270.527118220282,1.58181067364253,0.379333383897883,4.16997485796915,3.04633244549562e-05,0.0025480918787191,1.89715212580361
